,id,titles,recommendations,views,regdate,author,link,contents,summary,sentiments
16,34010,억울한 사연좀 봐주세요,1,211,23.07.05,수르트01/삐융쿵,https://cafe.daum.net/odin/DEIV/34010,"어제 자동사냥돌려놓고자다 일어났는데 계정보호가 걸렸습니다.해제하려고하니 제가 사정이있어 새마을 BC카드만 쓰는데 이카드는 인증이 안되더군요그래서 고객센터 문의했는데 답변은 받아보지도 못한상태입니다.전화가능한 고객센터는 기본적인 업무만가능하다고 기계적인 답변만 하고있습니다.돈 100만원정도 썻는데 누구한테 작은금액일지몰라도 저에겐 큰금액입니다.과금하게 해놓고 랭킹 꾸역꾸역 21등까지 올려놨는데 지금 몇위인지 보지도 못하고 참으로 답답하네요힘없는 일개 유저는 웁니다.제가 매크로나 핵을사용했다면 이해라도하는데계정하나로 핸드폰 한개로만 돌리는데 이건 정말아니라고 봅니다 제발 멀리퍼질수있게 도와주세요...그래야 고객센터라도 생길꺼 같습니다..

",어제 자동사냥을 설정하고 자러갔는데 계정보호가 되어있어서 해제하려는데 새마을 BC카드 인증이 안되더군요. 고객센터 문의했지만 기계적인 답변만 받아서 답답합니다. 돈 100만원 가량 썼는데 지금 어디에 사용됐는지도 확인할 수 없고 매우 불편합니다. 매크로나 핵을 사용했다면 이해할 수 있겠지만 제 사용범위에서는 정말 아니라고 생각합니다. 도움을 주시면 고객센터도 생길 것 같습니다.,-0.1
17,34009,마을로 이동하면 팅깁니다,1,51,23.07.05,의문의결정,https://cafe.daum.net/odin/DEIV/34009,"마을로 이동하면 팅겨요  

",마을로 이동 시 네트워크 연결이 불안정하여 팅김 현상이 발생합니다.,-0.7
18,34008,아이폰업뎃안되요,0,70,23.07.05,유니두리,https://cafe.daum.net/odin/DEIV/34008,"에휴..

","한문장으로 요약하자면, ""건의사항을 작성해주세요.""라고 요약할 수 있습니다.",-0.4
19,34007,어쌔신 제발 오류 수정해주세요!!! 제발!!!,0,141,23.07.05,프라이데이,https://cafe.daum.net/odin/DEIV/34007,"연속각인 3~4타째쯤 씹히는거 / 환영의춤 수동으로쓰면 빗방 + 1~3타정도 씹히는거확인은 해보셨나요 ??그리고 무탑 파티는 언제고칠건데요..;;해보지도 못하고 파티횟수만 차감됌;버그ㅈ망게임 소리 듣기싫자나요 솔직히 갓겜이면 좀 빨리 확인하고 고쳐요

","연속각의 씹힘과 환영의춤 버그, 무탑 파티 문제를 빠르게 확인하고 수정해주세요.",-0.3
20,34006,무한의탑 파티버그,0,196,23.07.05,다른서버에 내다이아가?,https://cafe.daum.net/odin/DEIV/34006,"파티로 이동하면 팅기거나 입장이안되는데 이건 안고치냐?ㅋㅋㅋㅋㅋㅋㅋㅋ아 물론 파티참여 그건 깍이더랔ㅋㅋㅋㅋ 개 버긐ㅋㅋㅋ

",파티로 이동 시 팅기거나 입장이 안되는 오류를 고쳐주세요.,-0.5
21,34002,스나 삼중연사 흡혈연사 뎀지버그 수정좀해라ㅡㅡ,0,212,23.07.04,피건해유,https://cafe.daum.net/odin/DEIV/34002,"뭐해;;

",아래의 건의사항을 요약해줘. 뭐해?,-0.6
22,34001,아이폰 결제금액 오류,0,367,23.07.04,GOGO,https://cafe.daum.net/odin/DEIV/34001,"레전더리 패키지 구입했는데 204,000원이 결제됨기존에 구입한것들은 정상 결제 됨

","레전더리 패키지 구입 시 204,000원이 결제되었지만 기존에 구입한 항목들은 정상적으로 결제되었습니다.",-0.2
23,33999,발할라,0,44,23.07.04,맴아,https://cafe.daum.net/odin/DEIV/33999,"발할라 날것타고 내려갈때 멀리가거나 구조물에걸리면 시작위치로 다시 이동하는 버그좀 고칩시다 어휴 언제까지 안고칠건지 

",발할라 날것타기 중에 멀리가거나 구조물에 걸리면 시작위치로 되돌아가는 버그 수정 부탁드립니다.,0.4
24,33998,보물상자 오류ㅡㅡ 어쩌라는거지??,0,1003,23.07.04,길게말안한다,https://cafe.daum.net/odin/DEIV/33998,"재접속 점프 와리가리 다 해봐도 소용 없는데?어쩌라는거야? 1일하고7시간 남았는데?????  

","다른 접속 방법들을 시도해도 여전히 연결이 안 되고, 일과 시간도 부족한 상황에서 어떻게 해야 하나요?",0.9
25,33997,미드 보물상자 오류 체크,0,358,23.07.04,울엄,https://cafe.daum.net/odin/DEIV/33997,"길드원이 미드 보물상자가 않뜬다고 해서... 같이 동시에 점프해서 같이 도착 했는데... 서로가 보이지 않습니다... 분명 서로 둘다 부표 위에 있는건 확실합니다... 부표에 착지하는 순간 사라집니다...  보물상자 못먹는분들은... 위치에 가면 사라지는 분들일 껍니다... 먹으신 분과 함께 그 위치에 가보세요...

","길드원들이 함께 점프하여 보물상자 위치에 도착했지만, 서로가 보이지 않아요. 보물상자를 못 먹는 사람들은 위치에 가면 사라지는 것 같아요. 같이 먹은 사람과 함께 그 위치에 가보세요.",0.8
26,33996,수르트서버 작업장좀잡아주세요,0,94,23.07.04,힘내자진짜,https://cafe.daum.net/odin/DEIV/33996,"유저가 100인데 작업장이 1000이에요 이래서 뭐게임이됩니까

",유저 수와 작업장 수가 맞지 않아서 문제가 있는 게임입니다.,-0.8
27,33994,좀전 6시 발할라화면 멈춤 화면 안나가짐,0,55,23.07.04,레드아드,https://cafe.daum.net/odin/DEIV/33994,"좀 전에 발할라데전 끝났는데 화면이 멈춤 안나가지고 계속 대기상태네요

",발할라데전에서 화면이 멈춰서 계속 대기상태입니다.,-0.6
28,33993,클체오류,0,337,23.07.04,후달리냐,https://cafe.daum.net/odin/DEIV/33993,"언제 공지주고 언제 처리해줄건가요? 문의해도 똑같은답변만 주고 확인해본다고 기달리라고만 하고 일주일째 확인중인가요?  그냥 우편으로 보내면 되는걸 머가 어렵다고 안해주는거죠? 고급스킬교본은 소서껄로 주질않나 진짜 빨리 처리하세요 

","문의한 사항에 대해 공지는 언제하고 처리는 언제할 것인지요? 일주일째 확인 중이라고만 답변해주고 계속 기다리라고 하는데, 그냥 우편으로 보내면 되는 것을 왜 안 알려주는 건가요? 고급스킬 교본은 소서껄로 주시면 안 될까요? 빠르게 처리해주세요.",-0.5
29,33992,가위바위보 이벤트 인간적으로,0,167,23.07.04,RobbieKeane,https://cafe.daum.net/odin/DEIV/33992,"무승부가 너무 많은듯요 토토를 너무 좋아하시나?ㅋㅋ

",토토에서 무승부가 너무 많아 왜 그런지 궁금하다.,-0.3
30,33991,운영자들 이거 좀 봐바,0,348,23.07.04,Hybrid,https://cafe.daum.net/odin/DEIV/33991,"너희 이거 공지해놓고 수정했단 공지 없었는데챔피언스리그는 왜 재진행 한다고 친절하게 공지까지 해주면서 그러는거야?도대체 뭐 때문에?진짜 궁금해서 그래

",제출한 공지 수정 내용에 대한 안내가 없었는데 왜 챔피언스리그는 재진행 되는지에 대한 공지를 친절하게 해주는 이유가 궁금하다.,-0.4
31,33990,챔피언스리그 재진행 뭐임?,0,88,23.07.04,Hybrid,https://cafe.daum.net/odin/DEIV/33990,"공성전 오류 수정했단말도없었으면서챔피언스리그는 재진행한다고 공지까지 해줘?이게 무슨경우람??????????????????

","챔피언스리그는 재진행하겠다고 공지해줬는데, 공성전 오류 수정은 알리지도 않았는데 왜 그런 건인지 물음표가 생긴다.",0.2
32,33989,아니 개발자랑 운엳자야,1,194,23.07.04,바다냐옹닉네임을 등록해 주세요,https://cafe.daum.net/odin/DEIV/33989,"참다참다 욕을 안할수가 없네 이벤트 보물상자가 안나온다고 이렇게 많은사람이 글을쓰면 인지를했으면 오류다 버그다 !! 인벤으로 넣어주겠다 죄송하다 말한마디 쓰기가 그렇게 힘드냐?? 밥은먹고다니냐????? 아놔 개뽝치게하네 그르지가틍 이벤트 맨들어가지고 성격테스트하냐??? 주옥같은그 게시판은 왜 만들어놓은거냐 소통안하는거 입닫고 귀닫은거 티내냐??? 니들이 최소한도로 유져들이 버그라고 문제있다고 알려주고 확인한 사항이면 오류확인했다 ..문제 개선중이다 공지라도 쓰라고 확그냥막그냥 굴려버릴까부다 그냥 게시글 자체를 확인안하냐????????????????????????????????? 또 이렇게 욕쓴건 빛의속도로 삭제하것지 알바들 ㅉㅉ 

","이벤트 보물상자 오류로 인한 사용자의 불평이 많아졌으며, 인벤으로 문제를 보고하겠다는 사과의 말 한마디도 쓰기가 힘들다는 불만이 있으며, 게시판의 소통이 없고 문제를 알려도 확인이 안되는 상황이라고 불평하고 있습니다.",-0.7
33,33988,헤임달07 브루탈상태로 마을상점 창고 자유롭게 이용,0,327,23.07.04,호야당당,https://cafe.daum.net/odin/DEIV/33988,"학살자 수시로하는 막피범인데 막피후 브루탈상태로 경비병 어택없이 마을 창고 상점 자유롭게 이용니다마을입구 외벽에 기억저장하고 날것으로 창고까지 이동 버그악용자 맞겠져???

","학살자가 막피범이며, 브루탈한 상태로 경비병 없이 마을 창고와 상점을 자유롭게 이용하고, 버그를 이용하여 마을 입구 외벽에 기억 저장 및 창고까지 이동하는 악용자가 있습니다.",0.3
34,33987,미드가르드 보물상자 오류,0,702,23.07.04,킁얀,https://cafe.daum.net/odin/DEIV/33987,"이제 하루 남았는데 좀 고쳐쥬시죠.. 오딘 관계자님들

",오딘 관계자들에게 하루 남은 사안을 고치기를 요청합니다.,-0.1
35,33986,바드 회복의 선율 오류,0,541,23.07.04,울엄,https://cafe.daum.net/odin/DEIV/33986,"파티장 따라가던중 자꾸 이 스킬이 자꾸 써져서 자꾸 낙오 됩니다... 사냥중이 아닐때 이동중에는 이스킬이 써지지 않게 해 주세요...

",파티장 따라가는 중에 이동 중인 상황에서 스킬이 자꾸 써져서 낙오 되지 않도록 해주세요.,0.5
36,33985,상자 열때 불편해진 것 같습니다.,0,219,23.07.04,메리엘,https://cafe.daum.net/odin/DEIV/33985,"기본적으로 무기강화석 상자나 각인도장 상자 100개 200개 여도 한번에 모두 열수있었던 걸로 기억하는데 지난 패치 이후로 남은 가방 칸 갯수만큼만 상자가 열리네요. 한가지 아이템이 들어있는 상자를 300개 까면 가방칸 1개에 300개의 아이템이 들어오는 구조여야 하는 것 아닌가요? 기존에 방식에서 왜 더 불편하게 바뀌었는지 의문입니다.

","패치 이후로는 가방 칸 갯수만큼만 상자를 열 수 있게 되어서 이전과 달리 한 번에 여러 개의 상자를 열 수 없게 되었는데, 이런 변경이 왜 있었는지 의문입니다. 왜냐하면 기존의 방식에서는 한 번에 많은 아이템을 받을 수 있어서 더 편리했기 때문입니다.",0.6
37,33984,마나하임 2주년 보물상자 안나와요;;,0,418,23.07.04,닭크닭크,https://cafe.daum.net/odin/DEIV/33984,"기다려봐도안나오고 움직여봐도안나오고 점프해봐도 안나오고 재접속해봐도 안나와요

",접속 관련 문제로 게임이 잘 나오지 않는다.,0.7
38,33983,요툰 보물상자는 또어딧어 꼴받네,0,646,23.07.04,로키로킹,https://cafe.daum.net/odin/DEIV/33983,"ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ㅈ버그겜

",게임에 버그가 많다는 건의.,-0.9
39,33982,다크위저트 [독의 숨결] 스킬 오류 - 2초만 공격 됩니다.,0,152,23.07.04,달래비,https://cafe.daum.net/odin/DEIV/33982,"다크위저드 [독의숨결] 4초간 공격이 되어야 하는데 2초만 공격됩니다. 1. 4초짜리 장판 스킬인데 모션은 4초인데 적용은 2초만 됩니다.    4초간 0.5초마다 8번 공격하는 스킬인데, 4번만 공격함 2. 중독 효과는 4초 정상적으로 적용됨 3. 피격대미지가 표시 안되는 거 아닐까 싶어, 피흡수 효과를 이용해 캐릭터 HP 수치로 확인해봐도 2초동안 4번만 공격 합니다.   <스킬 설명>

","[독의숨결] 스킬은 4초 동안에만 2초 동안만 적용되고, 0.5초마다 8번 공격해야 하는데 4번만 공격되는 문제가 있습니다. 중독 효과는 정상적으로 적용되고, 피격 대미지가 표시되지 않아서 HP 수치로 확인해봐도 2초 동안에 4번만 공격됩니다. 스킬 설명 요청합니다.",-0.5
40,33981,파티 탈퇴 버그,0,79,23.07.04,바람똘이,https://cafe.daum.net/odin/DEIV/33981,"토르1에서 쟁하는 유저입니다. 파티원 중 카오가 되면 자동 파티 해재가 됩니다. 빠른 버그 개선 요청 드립니다. 파티버그로 인한 상황이 심각합니다. 빠른 조치 부탁 드립니다.

",토르1 게임에서 파티원 중 카오가 되면 자동으로 파티가 해체되는 버그가 있어서 심각한 상황입니다. 빠른 조치를 요청합니다.,-0.2
41,33980,영자야 미드보물상자 젠안된다고 ㅋㅋㅋㅋㅋ일안하냐,0,427,23.07.04,우치하상타치,https://cafe.daum.net/odin/DEIV/33980,"몇일째방치고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ새벽에 처드가도 안나오더라 일안처함? 

",새벽에 나가도 아무도 일을 안하는데 방치되어 있는 것 같다는 건의사항입니다.,-0.6
42,33979,미드 보물상자 이벤트,0,307,23.07.04,웅이세포,https://cafe.daum.net/odin/DEIV/33979,"보물상자 이벤트 상자 젠이 안돼요 지도상에 기간이 하루남았는데 어떻게하죠???받지마 라고하면 할말은없네요 저만이런건지 다른분들도 진짜 버그가 있는건지 알길이없네요

",보물상자 이벤트 상자 젠이 안되는데 기간이 하루 남았으니 어떻게 해결해야 할까요? 다른 분들도 버그가 있는 것인지 알 수 없어요.,0.1
43,33978,은총순간이동주문서,0,61,23.07.04,gjekdls,https://cafe.daum.net/odin/DEIV/33978,"며칠간 보물상자 위치 지정해놓고 한번씩 가보는데 갑자기 안써지길래 보니깐 은총이 0개 됨몇백개 있던것이 어디로 간겁니까? 주라는 보물은 안주고 내 주문서 내놔라!!!

","보물상자 위치가 안 보이는데, 은총이 사라진 것 같아요. 보물을 주지 않고 주문서를 요구합니다.",0.8
44,33977,무한의탑 80층 버그,0,366,23.07.04,무야호지마니,https://cafe.daum.net/odin/DEIV/33977,"무한의 탑 80층 버그 오류제보드립니다.  작성자 85층에 주차중이고, 이거 직전에 75층 도와주러 다녀왔는데, 80층 들어가니 파티원이 모두 입장하지 않았다는 문구가 나오면서 입장을 못하게 하네요. 파티 플레이를 하라고 만들어놨는데 회수만 차감되고 입장할수가 없네요.

",무한의 탑 80층에서 입장 오류가 발생하여 입장할 수 없는 버그가 있습니다. 매치를 하고 입장하려는데 파티원이 모두 입장하지 않았다는 문구가 나오면서 입장이 불가능합니다. 입장을 시도해도 차감만 되고 입장할 수 없습니다.,-0.3
45,33976,무탑 파티 시 문이 안열려요,0,299,23.07.04,서도짱,https://cafe.daum.net/odin/DEIV/33976,"파티 횟수만 차감되고 이게 뭡니까?공지라도 좀 해주세요

",파티 횟수 차감에 대한 이해와 관련 공지사항 요청,0.4
46,33974,기간제 장비 제작에 바드 무기는 왜 없음,0,115,23.07.04,토마토싫어,https://cafe.daum.net/odin/DEIV/33974,"장난함?

",건의사항을 한문장으로 요약해주세요.,-0.4
47,33972,보물상자 3일째 않나오는중,0,753,23.07.04,민물장어덮밥,https://cafe.daum.net/odin/DEIV/33972,"상자 나오는 곳에서 조금씩 움직여 봐도 않나옴.. 보물상자위치 알려주는 시간 4일 남았는데... 쩝..

","보물상자 위치 알려주는데 시간이 4일남았는데, 상자가 움직이지 않아서 곤란하다.",-0.7
48,33971,보물상자 이벤트 안보이는게 버그 아니고 기획 의도입니까?,0,145,23.07.04,푸른밤,https://cafe.daum.net/odin/DEIV/33971,,,-0.9
49,33970,버그 오류 제보해도 안고치는데 여기 뭐하러 만들었나요?,0,147,23.07.04,수드리의활,https://cafe.daum.net/odin/DEIV/33970,"이벤트 보물 상자 안뜬다고 2주년 시작때부터 글이 지금까지 올라오는데 고치지도 않을거 뭐하러 게시판 만들었습니까? 그냥 이쯤되면 못고치는걸로 알고 이런 사소한 오류도 못잡는 라이온하트 개발자들 실력을 의심해봅니다.

","이벤트 보물 상자 문제에 대한 글이 2주년 이벤트 시작 때부터 올라오고 있는데 왜 게시판을 만들었는지 의문이 드는데, 이런 작은 오류도 못잡는 라이온하트 개발자들의 실력을 의심해봅니다.",-0.5
